date,ticker,open,high,low,close,volume,asset_type,sma_7,ema_7,sma_14,ema_14,sma_21,ema_21,sma_50,ema_50,sma_200,ema_200,rsi_14,macd,macd_signal,macd_hist,bb_upper,bb_lower,bb_width,bb_pct_b,atr,atr_pct,volume_sma_20,volume_ratio,obv,daily_return,log_return,price_range,upper_shadow,lower_shadow,body_size,is_bullish,volatility_5d,momentum_5d,volatility_10d,momentum_10d,volatility_21d,momentum_21d,future_return_5d,target_direction_5d
2022-01-03,AAPL,149.23,151.95,148.78,151.39,110859101,stock,151.39,151.39,151.39,151.39,151.39,151.39,151.39,151.39,151.39,151.39,,0.0,0.0,0.0,,,,,3.1699999999999875,0.02093929585837894,110859101.0,0.9999999909795408,0.0,,,0.02093929585837894,0.003699055419776751,0.002972455248034802,0.014267785190567388,1,,,,,,,0.03012087984675338,1
2022-01-04,AAPL,148.85,151.24,148.54,151.06,108687555,stock,151.225,151.3075,151.225,151.346,151.225,151.35999999999996,151.225,151.3770588235294,151.225,151.38671641791043,,-0.026324786324778415,-0.005264957264955683,-0.021059829059822732,151.6916904755831,150.7583095244169,0.006172133914142595,0.3232233046687369,3.009999999999991,0.019925857275254807,109773328.0,0.9901089453158517,-108687555.0,-0.002179800515225483,-0.002182179738485414,0.017873692572487866,0.001191579504832562,0.0020521647027671275,0.014629948364888177,1,,,,,,,0.06242552628094811,1
2022-01-05,AAPL,153.99,155.1,151.72,152.88,75211802,stock,151.77666666666667,151.700625,151.77666666666667,151.55053333333336,151.77666666666667,151.4981818181818,151.77666666666667,151.43599769319493,151.77666666666667,151.4015749610158,,0.09853556383470163,0.015495146954975784,0.08304041687972585,153.71597925965762,149.83735407367573,0.025554818610558642,0.7844650566501091,3.3533333333333246,0.021934414791557593,98252819.33333333,0.7654925501867104,-33475753.0,0.012048192771084265,0.01197619104671562,0.02210884353741494,0.007260596546310736,0.00758765044479328,0.007260596546310921,0,,,,,,,0.06475667189952916,1
2022-01-06,AAPL,158.64,159.46,155.82,157.18,76085083,stock,153.1275,153.07046875,153.1275,152.3011288888889,153.1275,152.01471074380163,153.1275,151.66125268561865,153.1275,151.45907172757285,,0.5382576551125453,0.1200476485864897,0.4182100065260556,158.75806835497093,147.49693164502906,0.0735409166213898,0.8598659801666632,4.159999999999997,0.026466471561267312,92710885.25,0.8206704312461472,42609330.0,0.02812663526949244,0.027738345506011296,0.023158162616109014,0.005216948721211487,0.008652500318106715,0.00928871357679081,0,,,,,,,0.02716630614582005,1
2022-01-07,AAPL,158.05,158.3,156.1,156.56,87213450,stock,153.814,153.94285156249998,153.814,152.86897837037037,153.814,152.42791885800148,153.814,151.85336042343752,153.814,151.50982723277116,,0.8271765852577175,0.2614734359207353,0.5657031493369822,159.57621485194713,148.05178514805286,0.0749244522858405,0.7382764328024205,3.7680000000000007,0.024067450178845175,91611398.2,0.9519934283461964,-44604120.0,-0.003944522203842782,-0.003952322350208132,0.014052120592744105,0.0015968318855390904,0.002938170669391977,0.009517118037813037,0,,,,,,,0.041709248850281044,1
2022-01-10,AAPL,154.63,156.24,153.93,155.95,58397294,stock,154.17,154.444638671875,154.17,153.279781254321,154.17,152.7481080527286,154.17,152.01401295585174,154.17,151.55400805632567,,0.9954500879611032,0.40826876632880893,0.5871813216322943,159.61097050166603,148.72902949833394,0.07058403712351358,0.6635737594413167,3.578333333333333,0.022945388479213423,86075714.16666667,0.6784409968238602,-103001414.0,-0.003896269800715446,-0.00390388003400859,0.014812439884578405,0.0018595703751203621,0.004488618146841864,0.00846425136261618,1,0.22058329494436463,0.03012087984675338,,,,,0.03738377685155503,1
2022-01-11,AAPL,158.06,161.67,156.17,160.49,157153239,stock,155.07285714285715,155.95597900390624,155.07285714285715,154.24114375374486,155.07285714285715,153.45191641157146,155.07285714285715,152.34640460464186,155.07285714285715,151.64292339904878,,1.4781093839485209,0.6222368898527514,0.8558724940957695,161.96447247634478,148.1812418093695,0.08888229004691518,0.8930241746612482,3.884285714285714,0.024202665052562237,96229646.28571428,1.6331062560522354,54151825.0,0.02911189483808929,0.02869619227925271,0.03427004797806717,0.007352483020748821,0.01177643466882681,0.015141130288491537,1,0.255205538565756,0.06242552628094811,,,,,-6.23091781420948e-05,0
2022-01-12,AAPL,160.97,163.11,160.01,162.78,144295678,stock,156.70000000000002,157.66198425292967,156.03625,155.37965791991223,156.03625,154.2999240105195,156.03625,152.7555652083814,156.03625,151.7537400816453,,2.022094765318201,0.9022084649458413,1.1198863003723596,164.42728560780364,147.64521439219635,0.10755238744591265,0.9018425326212506,3.7862500000000026,0.023259921366261226,102237900.25,1.4113716756289536,198447503.0,0.014268801794504293,0.014167960565830518,0.019044108612851843,0.0020272760781423547,0.005897530409141221,0.011119302125568265,1,0.2556066862454057,0.06475667189952916,,,,,-0.009522054306425942,0
2022-01-13,AAPL,163.52,166.08,160.01,161.45,103762649,stock,158.18428571428572,158.60898818969724,156.63777777777779,156.18903686392395,156.63777777777779,154.9499309186541,156.63777777777779,153.0965234355037,156.63777777777779,151.85022027983788,,2.3191534570999295,1.1855974633766588,1.1335559937232706,165.27689681722723,147.99865873832834,0.11030696632718794,0.7785134803774524,4.0400000000000045,0.02502322700526482,102407316.77777778,1.0132347106792043,94684854.0,-0.008170536920997784,-0.008204098694611275,0.03759677918860342,0.015856302260761863,0.008919170021678524,0.012821306906163033,0,0.24830816082763466,0.02716630614582005,,,,,-0.03487147723753481,0
2022-01-14,AAPL,161.11,164.31,159.25,163.09,138039038,stock,159.64285714285714,159.72924114227294,157.283,157.1091652820674,157.283,155.68993719877648,157.283,153.48842447724869,157.283,151.9620588840186,,2.656288859981913,1.4797357426977098,1.1765531172842034,166.39311184222112,148.17288815777886,0.11584356659297103,0.8187117842508477,4.142000000000005,0.025397020050279016,105970488.9,1.3026177205584475,232723892.0,0.010157943635800581,0.010106698464542213,0.03102581396774788,0.007480532221472799,0.011404745845852066,0.012140535900423017,1,0.23477916216834033,0.041709248850281044,,,,,-0.07351768961922867,0
2022-01-17,AAPL,159.28,163.28,157.96,161.78,77936993,stock,160.29999999999998,160.2419308567047,157.69181818181818,157.73194324445842,157.69181818181818,156.24357927161498,157.69181818181818,153.81358430167032,157.69181818181818,152.05974984039653,,2.785653761271419,1.7409193464124517,1.0447344148589675,166.74988339766563,148.63375296597073,0.11488313496903851,0.7256652894790833,4.249090909090913,0.026264624237179582,103421989.27272727,0.7535824131258501,154786899.0,-0.008032374762401151,-0.00806480807901988,0.0328841636790703,0.009271850661392014,0.00815922858202493,0.015453084435653356,1,0.24965026134242374,0.03738377685155503,0.22240425842697228,0.06863068894907198,,,-0.07516380269501788,0
2022-01-18,AAPL,159.15,161.94,157.99,160.48,75339470,stock,160.85999999999999,160.30144814252853,157.92416666666665,158.09835081186398,157.92416666666665,156.62870842874088,157.92416666666665,154.07501236827147,157.92416666666665,152.14353342407418,,2.751558982950968,1.943047273720155,0.808511709230813,166.7094330861104,149.1389002472229,0.11125930381493766,0.6454613446674858,4.224166666666669,0.026322075440345646,101081779.33333333,0.7453318466647111,79447429.0,-0.00803560390653979,-0.008068063376181198,0.024613659022931136,0.009097706879361964,0.007228315054835473,0.0082876370887337,1,0.17753876986094297,-6.23091781420948e-05,0.23074623675492592,0.0623593274195684,,,-0.08424725822532397,0
2022-01-19,AAPL,162.78,163.08,160.19,161.23,156738084,stock,161.6142857142857,160.5335861068964,158.17846153846156,158.5159040369488,158.17846153846156,157.0470076624917,158.17846153846156,154.35560011853534,158.17846153846156,152.23394602681972,,2.753318812096495,2.1051015813954232,0.6482172307010718,166.7872820002664,149.56964107665672,0.10884946506717134,0.6772332501885485,4.1215384615384645,0.025563099060587142,105363033.53846154,1.4876003209909887,236185513.0,0.004673479561316141,0.004662592762023101,0.017924703839235966,0.0018606959002667703,0.006450412454257843,0.009613595484711353,0,0.13816728828454106,-0.009522054306425942,0.22839501520250322,0.05461800104657244,,,-0.08304906034857029,0
2022-01-20,AAPL,153.38,157.08,152.49,155.82,146238212,stock,160.94714285714284,159.3551895801723,158.01,158.15645016535564,158.01,156.93546151135607,158.01,154.4130275648673,158.01,152.2696281559061,,2.291753791488617,2.142432023414062,0.14932176807455466,166.37660762059048,149.6433923794095,0.10589972306297685,0.3691225823326978,4.451428571428573,0.028567761336340477,108282689.14285715,1.3505225240254763,89947301.0,-0.033554549401476175,-0.03413042207293636,0.02945706584520603,0.00808625336927236,0.005711718649723954,0.015659093826209714,1,0.2711406805387219,-0.03487147723753481,0.26635369458404035,-0.008652500318106715,,,-0.06629444230522386,0
